Артикул;Наименование;ЦенаСоСкидкой;Цена;Скидка;ОстатокНаСкладе
8396;8396 GIPFEL Вакуумный термос с двойными стенками Adell 6,5х19,8см 350мл, Цвет: С;3 810;5441;30;30
8397;8397 GIPFEL Вакуумный термос с двойными стенками Adell 6,5х19,8см 350мл, Цвет: С;3 810;5441;30;30
8402-S;8402-S STAHLBERG Набор столовых приборов 24 пр gold (нерж. сталь);25 750;39613;35;1
8405;8405 GIPFEL Набор детских столовых приборов 3 пр. (нерж. сталь) голубой;1 230;1885;35;52
8406;8406 GIPFEL Набор детских столовых приборов 3 пр. (нерж. сталь)  розовый;1 230;1885;35;48
8407;8407 GIPFEL Набор столовых приборов 24 пр. (нерж. сталь);7 650;15294;50;57
8408;8408 GIPFEL Набор столовых приборов 24 пр. (нерж. сталь);8 100;16208;50;91
8409;8409 GIPFEL Набор столовых приборов 24 пр. (нерж. сталь);7 880;15751;50;16
8413;8413 GIPFEL Нож шеф-повара KYOTO 20,3см/2,5мм Материал: лезвие Дамасская сталь V;44 980;64260;30;20
8414;8414 GIPFEL Нож для мяса (Слайсер) KYOTO 20,3см/2,5мм Материал: лезвие Дамасская;35 610;50865;30;20
8415;8415 GIPFEL Нож универсальный KYOTO 12,0см/2,5мм Материал: лезвие Дамасская стал;22 760;32515;30;20
8416;8416 GIPFEL Нож для овощей KYOTO 9,0см/2,5мм Материал: лезвие Дамасская сталь VG;20 000;28574;30;20
8417;8417 GIPFEL Нож обвалочный KYOTO 15,2см/2,5мм Материал: лезвие Дамасская сталь V;28 190;40270;30;20
8418;8418 GIPFEL Нож разделочный AKITA 20,3см/2,5мм Материал: Лезвие: Дамасская сталь;40 210;57448;30;20
8419;8419 GIPFEL Нож Нож для мяса (Слайсер) AKITA 20,3см/2,5мм Материал: Лезвие: Дама;30 740;43911;30;23
8420;8420 GIPFEL Нож универсальный AKITA 11,0см/2,5мм Материал: Лезвие: Дамасская ста;16 340;23348;30;20
8421;8421 GIPFEL Нож для овощей AKITA 9,0см/2,5мм Материал: Лезвие: Дамасская сталь V;14 670;20963;30;21
8422;8422 GIPFEL Нож обвалочный AKITA 15,2см/2,5мм Материал: Лезвие: Дамасская сталь;25 440;36343;30;20
8427;8427 GIPFEL Нож шеф-повара LAFFI 20,5см/2,5мм Материал: Лезвие: Нержавеющая стал;4 810;6869;30;48
8428;8428 GIPFEL Нож для мяса (Слайсер) LAFFI 20,5см/2,5мм Материал: Лезвие: Нержавею;4 370;6240;30;48
8430;8430 GIPFEL Нож универсальный LAFFI 13см/2,0мм Материал: Лезвие: Нержавеющая ста;3 220;4598;30;72
8431;8431 GIPFEL Нож для овощей 9см/2,0мм Материал: Лезвие: Нержавеющая сталь 3Cr13,;3 170;4527;30;72
8432;8432 WERNER Набор столовых приборов CASUAL 24 пр. Материал: Нержавеющая сталь 18/0;11 310;16151;30;24
8433;8433 WERNER Набор столовых приборов MODERN 24 пр. Золотое напыление/ Материал: Нержавеющая сталь 18/;14 020;20021;30;24
8434;8434 WERNER Набор столовых приборов CLASSIC 24 пр. Материал: Нержавеющая сталь 18/0;11 460;16365;30;24
8435;8435 WERNER Набор столовых приборов ELEGANCY 24 пр. Золотое напыление/ Материал: Нержавеющая сталь 1;12 690;18121;30;24
8436;8436 WERNER Набор столовых приборов SYNERGY 24 пр. Материал: Нержавеющая сталь 18/0;11 460;16365;30;24
8437;8437 GIPFEL Набор детских столовых приборов RABBIT 3пр. Цвет ручки: Розовый. Мат;2 700;3856;30;24
8438;8438 GIPFEL Набор детских столовых приборов PANDA 3пр. Цвет ручки: Черный, белый;2 700;3856;30;24
8439;8439 GIPFEL Набор детских столовых приборов COW 3пр. Цвет ручки: Белый с черным.;2 700;3856;30;24
8440;8440 GIPFEL Набор детских столовых приборов MONKEY 3пр. Цвет ручки: Серый, голуб;5 400;7711;30;24
8441;8441 GIPFEL Подставка под ножи универсальная BAXTER, 22 см, 18 см, 14 см. Материал: пластик. Цвет: с;14 240;20335;30;36
8443;8443 GIPFEL Подставка под ножи MALATTI, 22х11 см. Материал: пластик. Цвет: розовый.;6 210;8868;30;12
8444;8444 GIPFEL Подставка под ножи MALATTI, 22х11 см. Материал: пластик. Цвет: голубой.;6 210;8868;30;12
8447;8447 GIPFEL Набор кухонных ножей MIRELLA 8 пр. на акриловой подставке. Материал;16 210;23162;30;18
8448;8448 GIPFEL Набор кухонных ножей 6 пр. на деревянной подставке с ножеточкой. Мат;15 240;21777;30;18
8455;8455 WERNER Набор кухонных принадлежностей 7пр с подставкой Материал лезвия: нер;16 130;23048;30;18
8457;8457 WERNER Набор кухонных ножей 5пр с подставкой Материал лезвия: нержавеющая сталь 3Cr13. Материал;7 200;10282;30;18
8464;8464 GIPFEL Набор кухонных ножей 6 пр. на деревянной подставке. Материал лезвия:;23 580;33686;30;24
8465;8465 GIPFEL Набор кухонных ножей SELIA 6 пр. на пластиковой подставке. Материал;11 390;16265;30;24
8469;8469 GIPFEL Набор кухонных ножей 7 пр. на подставке. Материал лезвий: нерж. стал;21 960;31373;30;24
8470;8470 GIPFEL Нож-топорик 19 см. Материал лезвия: нерж. сталь X50crmov15.;9 470;13523;30;24
8471;8471 GIPFEL Нож-топорик 18 см. Материал лезвия: нерж. сталь X30crmov15.;7 610;10867;30;24
8472;8472 GIPFEL Подставка магнитная для ножей. Материал: каучуковое дерево, акрил. Размер: 27,5х25х9,5 с;10 190;14551;30;30
8479;8479 GIPFEL Набор кухонных ножей с керамическими лезвиями на подставке из 4 пр.;9 090;12980;30;12
8480;8480 GIPFEL Набор кухонных ножей с керамическими лезвиями на подставке с овощечи;9 690;13837;30;12
8481;8481 GIPFEL Набор кухонных ножей с керамическими лезвиями на подставке из 5 пр.;11 930;17036;30;6
8488;8488 GIPFEL Нож поварской COLOMBO 20см. Материал лезвия: нерж. сталь 5CR15. Мате;;7830;;24
8489;8489 GIPFEL Нож разделочный COLOMBO 20см. Материал лезвия: нерж. сталь 5CR15. Ма;;6650;;24
8490;8490 GIPFEL Нож универсальный COLOMBO 12,7см. Материал лезвия: нерж. сталь 5CR15;3 200;4570;30;24
8491;8491 GIPFEL Нож для овощей COLOMBO 9см. Материал лезвия: нерж. сталь 5CR15. Мате;3 060;4370;30;24
8492;8492 GIPFEL Нож для стейка COLOMBO 14см. Материал лезвия: нерж. сталь 5CR15. М;;5260;;24
8493;8493 GIPFEL Набор ножей для стейка COLOMBO 14см, 4 пр. Материал лезвия: нерж.;;18210;;24
8539;8539 GIPFEL Кофейник800мл  и 2*200мл стакана (стекло, нерж сталь);5 970;9182;35;4
8541;8541 GIPFEL Стеклянный заварочный чайник с фильтром 21х14х11см. 600 мл Боросилик;9 450;14537;35;2
8543;8543 GIPFEL Стеклянный заварочный чайник Aladdin 17,6х12х13см. 700 мл Боросилика;8 230;12666;35;3
8548;8548 GIPFELЧайник для кипячения воды ORNAMENT 3,0 л индукция, капсульное дно Мат;17 670;25247;30;36
8549;8549 GIPFELЧайник для кипячения воды ORNAMENT 3,0 л Синий цвет индукция, капсуль;17 460;26861;35;4
8553;8553 GIPFEL Чайный сервиз MERIT 4 пр. (нерж. сталь);31 490;48452;35;7
8556;8556 WERNER Чайник для кипячения воды BRUNO 2,0л. Индукционно дно. Материал: Нержавеющая сталь SS201;3 870;5526;30;36
8557;8557 WERNER Чайник для кипячения воды LARGO 2,5л. Индукционно дно. Материал: нержавеющая сталь SS201;6 460;9225;30;34
8559;8559 WERNER Чайник для кипячения воды MEREDIT 2,5л. Индукционно дно. Материал: нержавеющая сталь SS2;5 630;8040;30;36
8560;8560 WERNER Чайник для кипячения воды MEREDIT 3,2л. Индукционно дно. Материал: нержавеющая сталь SS2;7 050;10067;30;36
8568;8568 GIPFEL Стекл чайник с фильтром с подставкой для подогрева 1,2Л;13 970;21491;35;2
8569;8569 GIPFEL Чайник с двойными стенками из нержавеющей стали 1200мл;15 670;24105;35;3
8570;8570 GIPFEL Стекляный заварочный чайник с фильтром 750ML  нерж сталь;15 530;23890;35;2
8571;8571 GIPFEL Заварочный чайник MERIT 1400 мл (нерж. сталь);12 850;19763;35;3
8572;8572 GIPFEL Кофейник MERIT 480 мл (нерж. сталь);7 640;11752;35;3
8573;8573 GIPFEL Кофейник MERIT 1400 мл (нерж. сталь);12 610;19392;35;62
8576;8576 GIPFEL Стекляный заварочный чайник с фильтром  1200ML нерж сталь;17 070;26261;35;5
8577;8577 GIPFEL Чашки стеклянные для чая 2 шт 0,150 л;5 470;8411;35;2
8579;8579 GIPFEL Стекляный заварочный чайник с фильтром 1200ML  нерж сталь;16 880;25975;35;3
8580-S;8580-S STAHLBERG Чашки стеклянные для чая 2 шт 0,150 л;4 660;7169;35;1
8586;8586 GIPFEL Заварочный чайник  1 л (нерж. сталь) цвет красный;10 230;15737;35;2
8588;"8588 GIPFEL Чайник для кипячения воды ""VANS"" 3.4 л (нерж.сталь) цвет стальной";15 740;24219;35;1
8593;"8593 GIPFEL Чайник для кипячения воды ""CAMOMILE"" 3 л (нерж. сталь) цвет синий";16 270;25033;35;4
8600;8600 GIPFEL Чайник со свистком COSMO 2,5л. Материал: нерж сталь. Цвет: металл.;10 970;15665;30;36
8601;8601 GIPFEL Чайник со свистком COSMO 2,5л. Материал: нерж сталь. Цвет: металл.;7 650;10924;30;36
8602;8602 GIPFEL Чайник со свистком COSMO 3л. Материал: нерж сталь. Цвет: металл.;7 600;10853;30;36
8603;8603 GIPFEL Чайник для кипячения воды GALAXY 2,0л со свистком, с капсульным дном;20 960;29945;30;36
8604;8604 GIPFEL Чайник для кипячения воды MATTINO 2,5л со свистком, с капсульным дно;19 160;27375;30;36
8605;8605 GIPFEL Чайник для кипячения воды MATTINO 2,5л со свистком, с капсульным дно;19 160;27375;30;36
8606;8606 GIPFEL Чайник для кипячения воды FANTASY 2,5л со свистком, с капсульным дно;24 890;35557;30;24
9002;9002 GIPFEL Мельница для перца 15 см (дерево);;7030;;8
9003;9003 GIPFEL Мельница для перца 20 см (дерево);;9600;;93
9004;9004 GIPFEL Мельница для перца 25 см (дерево);;11950;;93
9010;9010 GIPFEL Мельница для перца и солонка 14 см (нерж. сталь);4 200;6455;35;10
9017;9017 GIPFEL Мельница для специй TORTO 5х10,2 см (бамбук);3 480;5355;35;1
9018;9018 GIPFEL Мельница для специй TORTO 5х15,3 см (бамбук);4 260;6555;35;1
9020;9020 GIPFEL Мельница для перца 6х25,4 см (дерево);5 410;8325;35;2
9022;9022 GIPFEL Мельница для перца 6х30,5 см (дерево);6 350;9767;35;40
9026;9026 GIPFEL Автоматическая мельница для перца 22 см (нерж. сталь);5 000;7140;30;48
9028;9028 GIPFEL Набор для приправ 3 пр.MERCURY 14х8х12 см голубой (пластик);6 060;9325;35;29
9029;9029 GIPFEL Мельница автоматическая для перца и соли, 22 см. Материал: нерж. ста;5 000;7140;30;48
9032;9032 GIPFEL Мельница для перца 20 см (дерево);7 830;12052;35;2
9037;9037 GIPFEL Мельница для перца 18 см (дерево);;14040;;2
9042;9042 GIPFEL Мельница для перца/солонка COMBO 20 см (дерево);;12940;;9
9052;9052 GIPFEL Мельница для перца 15,5 см (нерж. сталь);3 170;4869;35;4
9054;9054 GIPFEL Резак для пиццы 22,2 см (нерж. сталь, силикон);1 300;1999;35;33
9055;9055 GIPFEL Лопатка 29,5 см (пластик, силикон);2 320;3570;35;54
9056;9056 GIPFEL Нож для авокадо 23 см (нерж. сталь, силикон);450;1485;70;81
9057;9057 GIPFEL Нож для чистки овощей 19см Y-форма  (пластик, нерж сталь);1 160;1785;35;3
9058;9058 GIPFEL Открывалка 16.5 см (пластик, нерж сталь);690;2285;70;50
9058-S;9058-S STAHLBERG Открывалка для бутылок MAGNUS 16,5 см (нерж. сталь, силикон);690;2285;70;9
9059;9059 GIPFEL Резак для пиццы маленький 17 см (пластик, нерж сталь);1 160;1785;35;4
9060;9060 GIPFEL Пресс для чеснока 18,2см (пластик);900;2985;70;5
9061;9061 GIPFEL Соковыжималка для цитрусовых ручная 18см (пластик);1 060;1628;35;3
9062;9062 GIPFEL  Кисточка 20.5cm (пластик+силикон);1 590;2442;35;7
9063;9063 GIPFEL Консервный нож MAGNUS 21 см (нерж. сталь, пластик);4 210;6483;35;8
;9066 GIPFEL Терка Плоская 30,5 см (нерж. сталь, силикон);2 020;3113;35;24
9066-S;9066-S STAHLBERG Терка Плоская MAGNUS 30,5 см (нерж. сталь, силикон);2 030;3127;35;22
9067;9067 GIPFEL Половник LAURA  32 см (нерж. сталь, нейлон);1 380;2128;35;16
9068;9068 GIPFEL Лопатка с прорезями LAURA 36 см (нерж. сталь, нейлон);610;2042;70;27
9069;9069 GIPFEL Ложка с прорезями LAURA 35 см (нерж. сталь, нейлон);590;1971;70;102
9070;9070 GIPFEL Лопатка LAURA 35 см (нерж. сталь, нейлон);1 280;1971;35;13
9071;9071 GIPFEL Шумовка LAURA 36 см (нерж. сталь, нейлон);1 410;2171;35;5
9072;9072 GIPFEL Ложка для спагетти LAURA 33 см (нерж. сталь, нейлон);540;1799;70;72
9073;9073 GIPFEL Толкушка LAURA 27,5 см (нерж. сталь, нейлон);1 420;2185;35;2
9089;9089 GIPFEL Мельница 2 в 1  для перца и соли 14,5 см цвет белый (пластик);3 720;5726;35;91
9090;9090 GIPFEL Мельница 2 в 1  для перца и соли 14,5 см цвет синий  (пластик);3 720;5726;35;101
9091;9091 GIPFEL Мельница 2 в 1  для перца и соли 14,5 см цвет оранжевый  (пластик);3 720;5726;35;82
9092;9092 GIPFEL Мельница 2 в 1  для перца и соли 14,5 см цвет зеленый  (пластик);3 720;5726;35;33
9093;9093 GIPFEL Набор для специй (соль,перец,держ.д\зубочисток) на бамбук.подставке;5 510;8482;35;80
9094;9094 GIPFEL Набор для специй (соль,перец,емкость д\уксуса,масла) на бамб.подст.;3 840;12809;70;94
9095;9095 GIPFEL Набор для приправ SPIEGEL 5 пр.11х10,5х22 см стеклянные емкости с кр;1 540;5141;70;59
9096;9096 GIPFEL Набор для приправ SPIEGEL 6 пр. 11,3х10,7х21,5 см стеклянные емкости;1 710;5683;70;15
9097;9097 GIPFEL Набор для приправ 3 пр. 7,7х3,7х11,5 см стеклянные емкости с крышкам;1 470;2256;35;2
9098;9098 GIPFEL Набор для специй 4 предм с подставкой стекло и нерж сталь;1 960;3013;35;1
9099;9099 GIPFEL Набор для специй 4 предм с подставкой стекло и нерж сталь;2 400;3684;35;6
9100;9100 GIPFEL Набор для приправ SPIEGEL 5 пр.14,7х13,0х18,7 см стеклянные емкости;1 860;2856;35;8
9106;9106 GIPFEL Набор для приправ SPIEGEL 3 пр.11,6х8,9х18,7 см стеклянные емкости с;2 900;4455;35;81
9107;9107 GIPFEL Набор для специй 3 предм с подставкой стекло и нерж сталь;1 920;2956;35;64
9108;9108 GIPFEL Набор для приправ 3 пр. 8,6х6х11,6 см стеклянные емкости с крышками;1 700;2613;35;17
9109;9109  Набор для специй 5 предметов (вкл. подставка) стекло и нерж.сталь размер :;4 350;6697;35;69
9110;9110 GIPFEL Набор для приправ SPIEGEL 3 пр.10,5х5х10,5 см стеклянные емкости с крышками из нерж. ста;1 680;2585;35;9
9111;9111 GIPFEL Набор для приправ 3 пр.10,5х5х10,5 см стеклянные емкости с крышками;1 810;2585;30;57
9112;9112 GIPFEL Набор для специй 6 предм с подставкой стекло и нерж сталь;4 790;7368;35;46
9113;9113 GIPFEL Набор для специй 4 предм с подставкой стекло и нерж сталь;2 140;3299;35;13
9114;9114 GIPFEL Мельница для перца или соли  батарейки 4хАА (акрил, ABS пласт) синий;4 340;6683;35;15
9115;9115 GIPFEL Мельница для перца или соли  батарейки 4хАА (акрил, ABS пласт) оранж;4 340;6683;35;86
9116;9116 GIPFEL Мельница для перца или соли  батарейки 4хАА (акрил,ABSпласт) черный;4 340;6683;35;26
9117;9117 GIPFEL Мельница для перца или соли  батарейки 4хАА (акрил, сталь) стально;5 550;8539;35;19
9118;9118 GIPFEL Мельница для перца или соли , открывалка (ABS пластик покрыт) серый;3 460;5326;35;11
9119;9119 GIPFEL Мельница для перца или соли , открывалка (ABS пластик покр) зеленый;3 460;5326;35;6
9120;9120 GIPFEL Мельница для перца + солонка ANEMONE H12 см (акрил,  керамический;8 220;12638;35;8
9121;9121 GIPFEL Мельница для перца и солонка ANEMONE 4,5х12 см (акрил,  керамический;8 610;12295;30;36
9122;9122 GIPFEL Мельница для перца и солонка ANEMONE 4,5х12 см (акрил,  керамический;9 100;12995;30;36
9123;9123 GIPFEL Мельница для перца и солонка ANEMONE 4х10 см с подставкой (акрил,  к;4 650;7154;35;2
9125;9125 GIPFEL Мельница для специй 8,1х6,5х11см Материал: ABS cap,SS 304 & ceramic;6 840;10524;35;34
9140;9140 GIPFEL Набор для приправ GRACE 4пр на стойке Цвет: Зеленый. Материал: Керамика, силикон, нержав;8 220;11738;30;13
9141;9141 GIPFEL Набор для приправ GRACE 4пр на стойке Цвет: Голубой. Материал: Керамика, силикон, нержав;8 220;11738;30;16
9142;9142 GIPFEL Набор для приправ GRACE 4пр на стойке Цвет: Оранжевый. Материал: Керамика, силикон, нерж;8 220;11738;30;16
9148;9148 GIPFEL Мельница TROPICA для перца, электрическая, высота 22 см. Цвет: сереб;3 780;5398;30;36
9149;9149 GIPFEL Мельница TROPICA для перца, электрическая, высота 22 см. Цвет: медны;4 100;5855;30;36
9150;9150 GIPFEL Мельница TROPICA для перца, электрическая, высота 22 см. Покрытие: р;3 250;4641;30;1
9151;9151 GIPFEL Мельница TROPICA для перца, электрическая, высота 22 см. Покрытие: р;3 250;4641;30;36
9152;9152 GIPFEL Мельница TROPICA для перца, электрическая, высота 22 см. Покрытие: р;3 250;4641;30;36
9153;9153 GIPFEL Мельница TROPICA для перца, ручная, высота 17 см. Цвет: белый. Матер;3 780;5398;30;36
9154;9154 GIPFEL Мельница TROPICA для перца, ручная, высота 17 см. Цвет: черный. Мате;3 780;5398;30;36
9155;9155 GIPFEL Мельница TROPICA для перца, ручная, высота 17 см. Цвет: голубой. Мат;3 780;5398;30;36
9201;"9201 GIPFEL Кофемолка деревянная-""колонна""темно-коричневая 9х23 см";;22930;;25
9210;9210 GIPFEL Кофемолка коричневая с колесом 13,5x13,5х26 см (дерево);;28790;;10
9212;9212 GIPFEL Кофемолка деревянная с колесом;;38830;;36
0700002;9220 GIPFEL Кофемолка коричневая 10х10H9;;18010;;5
0783300;9226 GIPFEL Кофемолка черная KS-833BR;;18250;;29
9228;9228 GIPFEL Кофемолка ручная коричневая 12,5x12,5х25 (дерево);;20120;;18
9229;9229 GIPFEL Кофемолка красная с желтым металлом;7 950;12224;35;6
9230;9230 GIPFEL Ручная кофемолка 10х10х17,5 см (дерево);11 710;18007;35;25
0785240;9231 GIPFEL Кофемолка светло-коричневая 14х14х10 см;;22230;;18
0799150;9235 GIPFEL Кофемолка темно-коричневая;12 790;19678;35;1
9302;9302 GIPFEL Форма для пельменей LOTTO(одинарная) 3 шт ( 9,5 см, 12,5 см, 15,5 см;2 040;3142;35;1
9304-S;9304-S STAHLBERG Набор подставок под горячее 0,8х3см, диаметр 10см , поверхность;5 880;11752;50;67
9305-S;9305-S STAHLBERG Щипцы для продуктов 18см нерж. сталь, с дополнениями из силикон;1 420;2185;35;31
9307-S;9307-S STAHLBERG Венчик 30см нерж. сталь, с дополнениями из силикона красного цв;2 120;3256;35;6
9308-S;9308-S STAHLBERG Венчик 35см нерж. сталь, с дополнениями из силикона синего цвет;2 380;3656;35;3
9309-S;9309-S STAHLBERG Венчик 30см нерж. сталь;1 970;3027;35;5
9310-S;9310-S STAHLBERG Венчик 35см нерж. сталь;2 240;3441;35;7
9321-S;9321-S STAHLBERG Вилка из нейлона;940;1871;50;74
9323-S;9323-S STAHLBERG Набор мерных чашек 4 пр ( 60мл, 78,5мл, 125мл,236мл) нерж. стал;4 420;6797;35;7
9324-S;9324-S STAHLBERG Сепаратор для яиц (отделитель желтка от белка) 25х 7х 2,5см нер;1 640;2528;35;12
9334-S;9334-S STAHLBERG Инжектор маринада 22х7х3,5см  (пластик);1 280;2556;50;87
9335-S;9335-S STAHLBERG Джиггер 4,2х4,2х7,0см (металлический стаканчик с двумя мерными;770;2556;70;46
9336-S;9336-S STAHLBERG Джиггер 4,5х4,5х7,0см (металлический стаканчик с двумя мерными;730;2442;70;56
9339-S;9339-S STAHLBERG Ситечко для заваривания чая 24х6,5х6,5 см (нерж. сталь);920;1414;35;11
9340-S;9340-S STAHLBERG Ситечко для заваривания чая 16,5х4,5х4,5 см (нерж. сталь);750;1157;35;2
9341-S;9341-S STAHLBERG Ситечко для заваривания чая 18х5х5 см (нерж. сталь);2 260;3470;35;1
9345-S;9345-S STAHLBERG Набор кондитерских насадок подарочный в пластиковой упаковке;10 170;20335;50;37
9346-S;9346-S STAHLBERG Набор кондитерских насадок подарочный в пластиковой упаковке (н;16 030;32059;50;23
9349;9349 GIPFEL Лопатка для торта (нерж сталь);1 030;3441;70;32
9350;9350 GIPFEL Лопатка для торта (нерж сталь);1 200;3998;70;50
9351;9351 GIPFEL Лопатка для торта (нерж сталь);1 100;3656;70;80
9353;9353 GIPFEL Лопатка для торта (нерж сталь);2 430;8097;70;81
9355;9355 GIPFEL Масленка круглая STERN 16х6,7 см  (нержавеющая сталь);5 010;7711;35;3
9356;9356 GIPFEL Масленка овальная STERN 19,6х13,6х6,7 см  (нержавеющая сталь);5 260;8097;35;12
9357;9357 GIPFEL Масленка прямоугольная (нерж сталь);5 110;7854;35;5
9358;9358 GIPFEL Масленка прямоугольная STERN 16,5х10,5х5 см  (нержавеющая сталь);5 260;8097;35;34
9360;9360 GIPFEL Масленка CLAIRE 15х11,2х8,5см Материал: Керамика, силикон¶;3 250;4641;30;24
9362;9362 GIPFEL Нож для чистки рыбы PRIX 17х3,9 см (нерж.сталь, пластик);300;1000;70;36
9366;9366 GIPFEL Набор силиконовых салфеток 2шт 20х20 см;2 650;4070;35;70
9370;9370 GIPFEL  Скалка (бамбук, силикон) синий цвет;3 710;5712;35;5
9371;9371 GIPFEL Подставка многофункциональная розовая 29х29см металл покрытый силико;2 550;8482;70;74
9372;9372 GIPFEL Подставка многофункциональная синяя 29х29см металл покрытый силиконо;2 550;8482;70;72
9373;9373 GIPFEL Подставка многофункциональная красная 29х29см металл покрытый силико;2 550;8482;70;19
9374;9374 GIPFEL Масленка  20x11x6 см (нерж.сталь) с пластиковой крышкой;3 640;5198;30;28
9375;9375 GIPFEL Масленка овальная (нерж.сталь) с пластиковой крышкой;4 180;6426;35;17
9376;9376 GIPFEL Многофункциональный механический измельчитель 26х17х21,7см Материал:;6 450;9925;35;2
9377;9377 GIPFEL Измельчитель(куттер) чеснока, лука,овощей (нерж. сталь, пластик);5 520;8497;35;14
9378;9378 WERNER Измельчитель FLIPPER 9х23см. Материал лезвия: нержавеющая сталь SS430. Материал основани;2 880;4113;30;25
9405;9405 GIPFEL Набор приборов для салата: вилка, ложка фиолетовые (полипропилен);860;1328;35;3
9406;9406 GIPFEL Набор приборов для салата: вилка, ложка  зелёные (полипропилен);860;1328;35;12
9407;9407 GIPFEL Набор приборов для салата LUMINO: вилка, ложка  оранжевые (полипропилен);860;1328;35;13
9407-S;9407-S STAHLBERG Набор приборов для салата: вилка, ложка  оранжевые (полипропиле;830;1271;35;5
9408;9408 GIPFEL Набор приборов для салата LUMINO: вилка, ложка синии (полипропилен);860;1328;35;15
9408-S;9408-S STAHLBERG Набор приборов для салата: вилка, ложка синии (полипропилен);830;1271;35;5
9409;9409 GIPFEL Салатник с двойными стенками 28*17*3,5см (пластик PP+EP);1 850;2842;35;22
9410;9410 GIPFEL Салатник с двойными стенками 28*17*3,5см (пластик PP+EP);1 850;2842;35;23
9411;9411 GIPFEL Салатник с двойными стенками 28*17*3,5см (пластик PP+EP);1 850;2842;35;31
9412;9412 GIPFEL Салатник с двойными стенками 28*17*3,5см (пластик PP+EP);1 850;2842;35;58
9412-S;9412-S STAHLBERG Менажница с двойными стенками 28х17х3,5 см синяя (полипропилен);1 730;2656;35;10
9413;9413 GIPFEL Часы настенные с термометром и гигрометром, 30см. Материал: алюминий;;18980;;10
9414;9414 GIPFEL Часы-будильник настольные/настенные, 23,5х30,5х8см. Материал: хромир;;18860;;10
9421;9421 GIPFEL Набор для приправ (солонка, перечница,подставка) ABS пластик, магнит;3 280;10938;70;10
9423;9423 GIPFEL Набор кухонных инструментов на магнитах 6 пр на стойке оранжевый  (п;22 280;34272;35;2
9424;9424 GIPFEL Набор из 5 предм (АВС пластик, нейлон) цвет серый;22 280;34272;35;2
9426;9426 GIPFEL Набор для приправ на магнитах 2 пр с подставкой 9х5х3,8 см (пластик);7 470;11495;35;2
9429;9429 GIPFEL Салатник LUMINO с двойными стенками 13,6х13х6,5см Цвет: Зеленый, Мат;1 150;1771;35;89
9431;9431 GIPFEL Салатник LUMINO с двойными стенками 13,6х13х6,5см Цвет: Синий, Матер;1 150;1771;35;87
9434;9434 GIPFEL Салатник LUMINO с двойными стенками 20,2х19,7х9,4см Цвет: Оранжевый, Мат;2 560;3941;35;11
9436;9436 GIPFEL Салатница с двойными стенками AMADEUS 28х28х13,5см цвет белый с черн;4 550;6997;35;19
9437;9437 GIPFEL Салатница с двойными стенками AMADEUS 28х28х13,5см цвет белый с зеле;4 550;6997;35;18
9438;9438 GIPFEL Салатница с двойными стенками AMADEUS 28х28х13,5см цвет белый с крас;4 550;6997;35;22
9439;9439 GIPFEL Салатница с двойными стенками AMADEUS 28х28х13,5см цвет белый с желт;4 550;6997;35;25
9440;9440 GIPFEL Салатница с двойными стенками AMADEUS 16,3х16,3х8см цвет белый с чер;1 840;2827;35;54
9441;9441 GIPFEL Салатница с двойными стенками AMADEUS 16,3х16,3х8см цвет белый с зел;1 840;2827;35;52
9442;9442 GIPFEL Салатница с двойными стенками AMADEUS 16,3х16,3х8см цвет белый с кра;1 840;2827;35;16
9443;9443 GIPFEL Салатница с двойными стенками AMADEUS 16,3х16,3х8см цвет белый с жел;1 840;2827;35;16
9444;9444 GIPFEL Салатница с двойными стенками AMADEUS 26х26х14,3см цвет белый с зеле;5 090;7825;35;7
9445;9445 GIPFEL Салатница с двойными стенками AMADEUS 26х26х14,3см цвет белый с крас;5 090;7825;35;4
9446;9446 GIPFEL Салатница с двойными стенками AMADEUS 26х26х14,3см цвет белый с черн;5 090;7825;35;5
9447;9447 GIPFEL Салатница с двойными стенками AMADEUS 26х26х14,3см цвет белый с желт;5 090;7825;35;3
9448;9448 GIPFEL Набор приборов для салата AMADEUS: вилка, ложка 26х6,5х3см цвет зеле;1 540;2370;35;1
9449;9449 GIPFEL Набор приборов для салата AMADEUS: вилка, ложка 26х6,5х3см цвет крас;1 540;2370;35;3
9450;9450 GIPFEL Набор приборов для салата AMADEUS: вилка, ложка 26х6,5х3см цвет желт;1 540;2370;35;4
9451;9451 GIPFEL Набор приборов для салата AMADEUS: вилка, ложка 26х6,5х3см цвет черн;1 540;2370;35;48
9452;9452 GIPFEL Набор приборов для салата AMADEUS: вилка, ложка 31,5х8х3см цвет черный Материал : AS;2 180;3356;35;8
9453;9453 GIPFEL Набор приборов для салата AMADEUS: вилка, ложка 31,5х8х3см цвет крас;2 180;3356;35;9
9454;9454 GIPFEL Набор приборов для салата AMADEUS: вилка, ложка 28х7х2,5см цвет черн;2 010;3099;35;41
9455;9455 GIPFEL Набор приборов для салата AMADEUS: вилка, ложка 28х7х2,5см цвет зеле;2 010;3099;35;9
9456;9456 GIPFEL Набор приборов для салата AMADEUS: вилка, ложка 28х7х2,5см цвет крас;2 010;3099;35;7
9457;9457 GIPFEL Набор приборов для салата AMADEUS: вилка, ложка 28х7х2,5см цвет желт;2 010;3099;35;7
